81,44283; 12,21957
81,30283; 12,21929
81,16283; 12,21907
81,02285; 12,21879
80,88284; 12,21856
80,74285; 12,21829
80,60285; 12,21806
80,46286; 12,21778
80,32286; 12,21756
80,18288; 12,21728
80,04287; 12,21705
79,90288; 12,21678
79,76287; 12,21655
79,62289; 12,21628
79,48289; 12,21605
79,3429; 12,21577
79,20289; 12,21555
79,0629; 12,21527
78,9229; 12,21505
78,78291; 12,21477
78,64291; 12,21454
78,50292; 12,21427
78,36292; 12,21404
78,22293; 12,21377
78,08292; 12,21354
77,94294; 12,21326
77,87219; 3,882916
77,80293; 12,21304
77,73383; 3,881856
77,66295; 12,21276
77,59538; 3,881043
77,52294; 12,21254
77,45699; 3,879962
77,38296; 12,21226
77,3185; 3,879187
77,24295; 12,21203
77,1802; 3,878109
77,10297; 12,21176
77,04163; 3,877254
76,96296; 12,21153
76,90337; 3,876222
76,82298; 12,21126
76,76488; 3,875375
76,68297; 12,21103
76,62655; 3,874316
76,54298; 12,21076
76,48809; 3,873503
76,40297; 12,21054
76,34975; 3,872419
76,26299; 12,21026
76,21129; 3,871581
76,12298; 12,21003
76,07298; 3,870479
75,98299; 12,20976
75,9345; 3,86969
75,84299; 12,20953
75,79621; 3,868581
75,703; 12,20926
75,65773; 3,867737
75,563; 12,20903
75,51949; 3,866656
75,42301; 12,20876
75,38099; 3,86578
75,283; 12,20853
75,24273; 3,864743
75,14301; 12,20826
75,10431; 3,863879
75,00301; 12,20803
74,96599; 3,862743
74,86302; 12,20776
74,8276; 3,861929
74,72301; 12,20754
74,68932; 3,860816
74,58303; 12,20726
74,5509; 3,859981
74,44302; 12,20704
74,41267; 3,85888
74,30303; 12,20676
74,2742; 3,858012
74,16302; 12,20654
74,13597; 3,85691
74,02304; 12,20626
73,99757; 3,85603
73,88304; 12,20604
73,85933; 3,854965
73,74305; 12,20576
73,72093; 3,85409
73,60304; 12,20554
73,58268; 3,852972
73,46306; 12,20527
73,44433; 3,852109
73,32304; 12,20504
73,30607; 3,850948
73,18306; 12,20476
73,16768; 3,850147
73,04305; 12,20454
73,0295; 3,849017
72,90305; 12,20427
72,89106; 3,848107
72,76305; 12,20404
72,75291; 3,847008
72,62306; 12,20377
72,61452; 3,846111
72,48305; 12,20354
72,4763; 3,845012
72,34306; 12,20327
72,33797; 3,844129
72,20305; 12,20305
72,19979; 3,843
72,06306; 12,20277
72,0614; 3,842097
71,92323; 3,840995
71,92305; 12,20254
71,7849; 3,840097
71,78306; 12,20227
71,64671; 3,838948
71,64305; 12,20205
71,5084; 3,838092
71,50306; 12,20177
71,37027; 3,836982
71,36305; 12,20155
71,23192; 3,836097
71,22306; 12,20127
71,09384; 3,835
71,08305; 12,20105
70,95553; 3,834113
70,94306; 12,20077
70,81736; 3,832966
70,80305; 12,20055
70,67908; 3,832128
70,66306; 12,20028
70,541; 3,831006
70,52305; 12,20005
70,40269; 3,830106
70,38306; 12,19978
70,26458; 3,828984
70,24305; 12,19955
70,12626; 3,828086
70,10307; 12,19928
69,98822; 3,826993
69,96305; 12,19906
69,84991; 3,826055
69,82307; 12,19878
69,71184; 3,824958
