0	47,6311	1,646565
0	90,06924	0,4970124
0	48,79431	1,646565
0	70,28557	4,441299
0	92,76768	4,982062
0	101,7231	2,746151
0	100,7359	1,325576
0	106,0966	2,701695
0	92,76768	2,729819
0	101,159	3,399947
0	77,95371	1,117322
0	109,2374	4,10717
0	100,2667	4,523675
0	77,31391	5,333346
0	106,4303	2,876911
0	90,37029	4,338417
0	84,44122	1,100465
0	106,6634	2,708334
0	93,38243	1,804098
0	86,84821	3,367795
0	97,05191	3,29043
0	97,10783	1,872831
0	90,12484	1,561916
0	100,453	4,318903
0	85,70851	2,742729
0	94,68349	1,064665
0	87,0529	2,183395
0	97,09061	2,933013
0	97,3532	1,842919
0	83,53727	2,522654
0	71,09516	2,759287
0	97,35493	2,918598
0	84,28802	5,098287
0	74,42813	1,915566
0	106,824	2,439499
0	90,37029	3,462125
0	85,22085	1,118094
1,4	86,07281	4,299583
2,194617	48,4124	1,629151
1,4	69,87014	4,440086
1,4	92,29977	4,980055
1,4	101,1126	3,751776
1,4	97,42159	3,39088
1,4	100,6653	4,22602
1,4	78,74104	0,9599362
1,4	108,7526	4,091727
1,4	99,81252	4,524261
1,4	78,65109	5,963341
1,4	105,9457	2,870113
1,4	89,88497	4,299583
1,4	85,0279	3,54478
1,4	106,1821	2,704214
1,4	92,91236	1,802416
1,4	85,27587	5,1115
1,4	95,96902	4,119587
1,4	96,69239	1,872846
1,4	89,70405	1,561387
1,4	98,53098	3,751776
1,4	86,71015	1,814659
1,4	92,85043	1,642389
1,4	86,63254	2,183268
1,4	93,43071	3,043417
1,4	97,08566	1,967699
1,4	82,43101	1,400316
1,4	70,67905	2,759279
1,4	96,94018	2,918324
1,4	83,86778	5,096515
1,4	76,16895	3,738824
1,4	105,9373	3,688562
1,4	89,88497	3,466232
1,4	85,75103	3,177993
1,4	85,59266	4,262361
2,239955	48,03336	1,612749
1,4	69,45473	4,438867
1,4	91,83189	4,978037
1,4	100,6502	3,736745
1,4	96,93081	3,380375
1,4	100,1717	4,211772
1,4	78,31789	0,960217
1,4	108,2677	4,076263
1,4	99,35814	4,524852
1,4	78,23129	5,959877
1,4	105,4623	2,864192
1,4	89,40012	4,262361
1,4	84,60287	3,543772
1,4	105,7015	2,699061
1,4	92,44257	1,801041
1,4	84,85802	5,104905
1,4	95,55399	4,118865
1,4	96,27699	1,872877
1,4	89,28354	1,560918
1,4	98,0846	3,736745
1,4	86,28286	1,811153
1,4	92,43386	1,641125
1,4	86,21293	2,183175
1,4	93,01245	3,045121
1,4	96,6699	1,965958
1,4	82,01112	1,390194
1,4	70,26295	2,759271
1,4	96,52523	2,918181
1,4	83,44907	5,095777
1,4	75,75105	3,738857
1,4	105,4522	3,680591
1,4	89,40012	3,470115
1,4	85,32694	3,176268
1,4	85,1121	4,22658
2,28609	47,65638	1,596077
1,4	69,03931	4,437639
1,4	91,36401	4,97601
1,4	100,1877	3,721719
1,4	98,28316	3,735125
1,4	99,67805	4,197521
1,4	77,89473	0,9605047
1,4	107,7829	4,060775
1,4	98,90357	4,525449
1,4	77,81146	5,956388
1,4	104,9788	2,858418
1,4	88,91509	4,22658
1,4	84,17776	3,542754
1,4	105,2209	2,693978
1,4	91,97278	1,799661
1,4	84,44012	5,098309
1,4	95,13898	4,118138
1,4	95,86159	1,872907
1,4	88,86301	1,560451
1,4	98,56483	2,307723
1,4	85,8555	1,807693
1,4	92,0173	1,639862
1,4	85,7933	2,183083
1,4	92,59419	3,046826
1,4	96,25415	1,964213
1,4	81,59117	1,380064
1,4	69,84684	2,759262
1,4	96,11031	2,918036
1,4	83,03034	5,09503
1,4	75,33314	3,738892
1,4	104,9671	3,672583
1,4	88,91509	3,47406
1,4	84,90279	3,174549
1,4	84,63115	4,192227
2,332941	47,28152	1,579164
1,4	68,62392	4,436404
1,4	90,89616	4,973972
1,4	99,72499	3,7067
1,4	97,80671	3,688639
1,4	99,18439	4,183265
1,4	77,47153	0,9608008
1,4	107,2979	4,045265
1,4	98,44884	4,526049
1,4	77,3916	5,952872
1,4	104,4953	2,852787
1,4	88,4299	4,192227
1,4	83,75258	3,541727
1,4	104,7402	2,688959
1,4	91,50301	1,798274
1,4	84,02219	5,091708
1,4	94,72399	4,117408
1,4	95,44621	1,872939
1,4	88,44245	1,559987
1,4	98,0956	2,292713
1,4	85,42808	1,804278
1,4	91,60075	1,638604
1,4	85,37365	2,182988
1,4	92,17594	3,048532
1,4	95,83841	1,962458
1,4	81,17117	1,369926
1,4	69,43073	2,759253
1,4	95,69541	2,917889
1,4	82,61159	5,094273
1,4	74,91521	3,738925
1,4	104,4819	3,664539
1,4	88,4299	3,478066
1,4	84,47858	3,172833
1,4	84,14981	4,159284
2,380424	46,9088	1,562032
1,4	68,20851	4,435161
1,4	90,42833	4,971926
1,4	99,26212	3,691688
1,4	97,33019	3,642394
1,4	98,6907	4,169008
1,4	77,04828	0,9611031
1,4	106,813	4,02973
1,4	97,99394	4,526654
1,4	76,97171	5,94933
1,4	104,0117	2,847297
1,4	87,94454	4,159284
1,4	83,32732	3,540689
1,4	104,2593	2,684004
1,4	91,03323	1,796882
1,4	83,60419	5,085105
1,4	94,30903	4,116675
1,4	95,03085	1,872971
1,4	88,02188	1,559525
1,4	97,62625	2,278054
1,4	85,0006	1,800907
1,4	91,1842	1,637345
1,4	84,95397	2,182893
1,4	91,75771	3,05024
1,4	95,42268	1,960695
1,4	80,75111	1,359779
1,4	69,01462	2,759245
1,4	95,28053	2,917736
1,4	82,19281	5,093505
1,4	74,49726	3,738959
1,4	103,9967	3,656459
1,4	87,94454	3,482135
1,4	84,05431	3,171124
1,4	83,66811	4,127733
2,428461	46,53826	1,544706
1,4	67,79312	4,43391
1,4	89,96053	4,969868
1,4	98,7991	3,676683
1,4	96,85361	3,596389
1,4	98,19701	4,154753
1,4	76,625	0,961414
1,4	106,328	4,014173
1,4	97,53886	4,527265
1,4	76,55178	5,945762
1,4	103,5281	2,841943
1,4	87,45901	4,127733
1,4	82,90199	3,539641
1,4	103,7784	2,67911
1,4	90,56347	1,795484
1,4	83,18614	5,0785
1,4	93,89408	4,11594
1,4	94,61552	1,873003
1,4	87,6013	1,559064
1,4	97,1568	2,263742
1,4	84,57305	1,797582
1,4	90,76766	1,636089
1,4	84,53427	2,182797
1,4	91,33946	3,05195
1,4	95,00699	1,958928
1,4	80,331	1,349622
1,4	68,5985	2,759234
1,4	94,86567	2,917583
1,4	81,77401	5,092728
1,4	74,0793	3,738992
1,4	103,5114	3,648342
1,4	87,45901	3,486267
1,4	83,62997	3,169422
1,4	83,18606	4,097552
2,476977	46,16992	1,527213
1,4	67,37774	4,432652
1,4	89,49273	4,967801
1,4	98,33593	3,66169
1,4	96,37696	3,550626
1,4	97,70331	4,140498
1,4	76,20168	0,9617322
1,4	105,843	3,998592
1,4	97,0836	4,527879
1,4	76,13182	5,942166
1,4	103,0445	2,836721
1,4	86,9733	4,097552
1,4	82,47658	3,538581
1,4	103,2974	2,674277
1,4	90,09372	1,794081
1,4	82,76806	5,07189
1,4	93,47916	4,115202
1,4	94,2002	1,873035
1,4	87,18069	1,558608
1,4	96,68723	2,24978
1,4	84,14544	1,794301
1,4	90,35113	1,634835
1,4	84,11454	2,1827
1,4	90,92123	3,053661
1,4	94,59129	1,957154
1,4	79,91084	1,339455
1,4	68,18239	2,759224
1,4	94,45084	2,917426
1,4	81,35519	5,091939
1,4	73,66132	3,739027
