81,44283; 12,22181
81,30282; 12,22159
81,16283; 12,22131
81,02282; 12,22108
80,88284; 12,2208
80,74284; 12,22058
80,60285; 12,2203
80,46284; 12,22007
80,32285; 12,2198
80,18285; 12,21957
80,04286; 12,21929
79,90286; 12,21907
79,76287; 12,21879
79,62286; 12,21856
79,52979; 2,825164
79,48288; 12,21829
79,39128; 2,823653
79,34287; 12,21806
79,25261; 2,822083
79,20289; 12,21778
79,11413; 2,820646
79,06288; 12,21756
78,97551; 2,819144
78,9229; 12,21728
78,83701; 2,817618
78,78289; 12,21705
78,69835; 2,816037
78,64291; 12,21678
78,55989; 2,814595
78,50289; 12,21655
78,42128; 2,813081
78,36291; 12,21628
78,28281; 2,811575
78,22291; 12,21605
78,14416; 2,809985
78,08292; 12,21577
78,00571; 2,808543
77,94292; 12,21555
77,86712; 2,807014
77,80293; 12,21527
77,72865; 2,805497
77,66292; 12,21505
77,59; 2,803894
77,52293; 12,21477
77,45157; 2,802439
77,38293; 12,21454
77,313; 2,800931
77,24294; 12,21427
77,17455; 2,799401
77,10294; 12,21404
77,03596; 2,797784
76,96295; 12,21377
76,89752; 2,796343
76,82294; 12,21354
76,75897; 2,794836
76,68297; 12,21326
76,62053; 2,793283
76,54295; 12,21304
76,48194; 2,791669
76,40297; 12,21276
76,34353; 2,790211
76,26296; 12,21254
76,20498; 2,788693
76,12298; 12,21226
76,06656; 2,787123
75,98298; 12,21203
75,92799; 2,785512
75,84299; 12,21176
75,78957; 2,784039
75,70298; 12,21153
75,65108; 2,782506
75,563; 12,21126
75,51266; 2,780958
75,42299; 12,21103
75,37411; 2,779349
75,283; 12,21076
75,23571; 2,777871
75,143; 12,21054
75,09727; 2,776331
75,00301; 12,21026
74,95882; 2,774773
74,863; 12,21003
74,82033; 2,773164
74,72301; 12,20976
74,68196; 2,771662
74,58301; 12,20953
74,54356; 2,770099
74,44302; 12,20926
74,40519; 2,768488
74,30302; 12,20903
74,2667; 2,766881
74,16303; 12,20876
74,1284; 2,765315
74,02303; 12,20853
73,98999; 2,763733
73,88304; 12,20826
73,85168; 2,762126
73,74303; 12,20803
73,71321; 2,760556
73,60304; 12,20776
73,57489; 2,758962
73,46304; 12,20754
73,43649; 2,757367
73,32305; 12,20726
73,29819; 2,755748
73,18304; 12,20704
73,15974; 2,754162
73,04305; 12,20676
73,02145; 2,752561
72,90304; 12,20654
72,88308; 2,750966
72,76305; 12,20626
72,74481; 2,749329
72,62304; 12,20604
72,60638; 2,747732
72,48305; 12,20576
72,46812; 2,746096
72,34304; 12,20554
72,32978; 2,744458
72,20305; 12,20527
72,19153; 2,742801
72,06304; 12,20504
72,05313; 2,741164
71,92305; 12,20476
71,91489; 2,739528
71,78304; 12,20454
71,77657; 2,737876
71,64305; 12,20427
71,63834; 2,736214
71,50304; 12,20404
71,49997; 2,734552
71,36305; 12,20377
71,36176; 2,732917
71,22341; 2,731222
71,22304; 12,20354
71,0852; 2,729554
71,08305; 12,20327
70,94685; 2,727873
70,94304; 12,20305
70,80864; 2,726214
70,80305; 12,20277
70,6703; 2,724486
70,66304; 12,20254
70,53216; 2,72285
70,52305; 12,20227
70,39383; 2,721183
70,38304; 12,20205
70,25561; 2,719494
70,24306; 12,20177
70,1173; 2,717755
70,10304; 12,20155
69,97916; 2,716092
69,96305; 12,20127
69,84083; 2,714383
69,82304; 12,20105
69,70267; 2,712729
69,68305; 12,20077
69,56435; 2,710953
69,54305; 12,20055
69,42622; 2,709278
69,40305; 12,20028
69,2879; 2,707541
69,26305; 12,20005
69,14979; 2,7059
69,12305; 12,19978
69,01149; 2,704084
68,98304; 12,19955
68,87338; 2,702399
68,84306; 12,19928
68,73508; 2,700646
68,70305; 12,19906
68,59698; 2,698991
68,56306; 12,19878
68,4587; 2,697168
68,42304; 12,19856
68,32059; 2,69546
68,28306; 12,19829
68,18229; 2,693713
68,14304; 12,19806
68,04421; 2,692034
68,00306; 12,19779
67,90593; 2,690202
67,86304; 12,19757
67,76787; 2,688485
67,72306; 12,19729
67,62962; 2,686712
67,58305; 12,19707
67,49155; 2,685024
67,44306; 12,19679
67,3533; 2,683189
67,30305; 12,19657
67,21524; 2,681435
67,16306; 12,19629
67,077; 2,679653
67,02305; 12,19607
66,93896; 2,677923
66,88306; 12,1958
66,80077; 2,676071
66,74304; 12,19557
66,66279; 2,674346
66,60306; 12,19529
66,52454; 2,672523
66,46304; 12,19507
66,38654; 2,670766
66,32305; 12,1948
66,2484; 2,6689
66,18304; 12,19457
66,11043; 2,66716
66,04305; 12,1943
65,97221; 2,665321
