-8,925993	-11,70893	346,5541
-19,65323	6,914916	180,1663
-18,03788	-11,32535	357,4885
-12,57586	-9,112273	358,4744
9,864836	-0,1529969	114,425
-9,419133	11,17619	164,9311
3,552918	10,41275	167,9566
-15,5116	5,131483	217,3255
-17,06784	0,9478332	194,0311
8,855736	12,06547	172,1785
-1,217447	11,19312	186,3227
4,061449	-6,863415	17,80806
7,025175	5,996635	168,0204
16,51203	11,8822	151,4918
-5,781545	5,994387	178,6523
4,064085	-1,688071	52,0801
-5,16347	11,19294	177,0677
-4,543733	-5,502495	1,815391
-4,866437	14,87966	178,7755
11,05942	-11,34714	10,69971
