-2,602776	-28,85445	-0,001709159	3,911199
-4,338912	-3,726838	0	0
16,08941	-2,029438	-0,3192565	-0,01859503
-14,28765	-31,36271	0,03375208	5,066967
5,617192	-8,741268	-0,1040195	0,5751806
10,36457	15,7526	-0,2601605	-1,284112
-16,15699	-12,40123	0,1056373	0,9170834
2,741757	13,27758	-0,1224966	-1,063353
-4,434724	15,47983	0,2052563	-0,9387485
-5,089035	9,77537	0,1178051	-0,7631261
-16,54955	-17,36221	0,08623481	1,297637
-6,674404	13,04911	0,001883892	-0,689208
-10,1716	9,979735	-0,227807	-0,8755034
8,268466	9,892917	-0,2243701	-0,7714099
16,61849	8,41421	-0,4280515	-0,6146573
-13,85793	-2,038676	0	0
12,91534	3,785171	-0,3134803	-0,3651313
12,07604	-29,87743	-0,04025758	4,294358
14,77193	-9,02484	0,1603151	0,5092454
11,63982	-8,835449	-0,5390047	0,5668505
